Restaurant,Latitude,Longitude,Address,PlaceID,URL,ZIP,AverageExposure,Stars,Count,White,ofWhite,WN,Black,ofBlack,BN,AmericanIndaian,ofAI,AIN,Asian,ofAisan,AN,NativeHawiian,ofNativeHawiian,NHN,Edu,ofEDU,HED,Unemployment ,HUne,Wealth,HWe,Attraction,Hotspot
Mosca's Restaurant,29.9112143,-90.2293607,"4137 US-90 West, Westwego, LA 70094, United States",ChIJIW6gP2S5IIYRVc2WFTBvQNg,/biz/moscas-restaurant-westwego?osq=Restaurants,70094,0.0642483044611697,4.2,1,13017,42.4,1,14499,47.2,0,137,0.4,1,1197,3.9,1,0,0,0,481,12,0,8.2,1,41237,0,0,0
Foodies Destination,30.0068355,-90.1958065,"3324 Transcontinental Dr, Metairie, LA 70006, United States",ChIJJ6RVuOuxIIYRus93Bz9E-KA,/biz/foodies-destination-new-orleans?osq=Restaurants,70112,0.158928545379052,4,34,1465,41.2,1,1793,50.5,0,0,0,0,140,3.9,1,0,0,0,400,53.1,1,7.5,1,29625,0,1,0
Chef Ron's Gumbo Stop,29.994265,-90.155055,"2309 N Causeway Blvd, Metairie, LA 70001, United States",ChIJKQ9b3xiwIIYRWViWuSDX_4g,/biz/chef-rons-gumbo-stop-metairie?osq=Restaurants,70001,0.152504893428731,4.5,1,28980,76.1,1,5014,13.2,0,176,0.5,1,1130,3,1,0,0,0,2143,37.9,0,3.3,0,56724,1,0,0
Brigtsen's Restaurant,29.9456827,-90.1347506,"723 Dante St, New Orleans, LA 70118, United States",ChIJ78dwoz6lIIYR5xwiW0yPSzw,/biz/brigtsens-restaurant-new-orleans?osq=Restaurants,70118,0.0263758061877217,4.2,7,17467,47.3,1,15639,42.3,0,116,0.3,1,2013,5.4,1,0,0,0,3181,57.4,1,7.9,1,50597,1,1,0
The Camellia Grill,29.9438499,-90.1339165,"626 S Carrollton Ave, New Orleans, LA 70118, United States",ChIJpdlCODylIIYRyeE-wYHtahE,/biz/the-camellia-grill-new-orleans?osq=Restaurants,70118,0.0658930201198577,4.1,7,17467,47.3,1,15639,42.3,0,116,0.3,1,2013,5.4,1,0,0,0,3181,57.4,1,7.9,1,50597,1,1,0
Jacques-Imo's Cafe,29.9490747,-90.132254,"8324 Oak St, New Orleans, LA 70118, United States",ChIJhRTlvj-lIIYRb1qdXzLPu-Y,/biz/jacques-imos-cafe-new-orleans?osq=Restaurants,70118,0.264959631074097,4.4,7,17467,47.3,1,15639,42.3,0,116,0.3,1,2013,5.4,1,0,0,0,3181,57.4,1,7.9,1,50597,1,1,0
Mukbang Seafood,29.9488979,-90.1318345,"8312 Oak St, New Orleans, LA 70118, United States",ChIJM5do1NelIIYRZQ3x2Fjv6DU,/biz/mukbang-seafood-new-orleans?osq=Restaurants,70118,0.0084811870359812,4.9,7,17467,47.3,1,15639,42.3,0,116,0.3,1,2013,5.4,1,0,0,0,3181,57.4,1,7.9,1,50597,1,1,0
Sukeban,29.9477479,-90.1304153,"8126 Oak St, New Orleans, LA 70118, United States",ChIJE_hgLAylIIYRSiWvC_-wHR0,/biz/sukeban-new-orleans?osq=Restaurants,70118,0.137519231806982,3.2,7,17467,47.3,1,15639,42.3,0,116,0.3,1,2013,5.4,1,0,0,0,3181,57.4,1,7.9,1,50597,1,1,0
Boucherie,29.9498344,-90.1278338,"8115 Jeannette St, New Orleans, LA 70118, United States",ChIJ32GTxBSlIIYRiulaSPR0EgM,/biz/boucherie-new-orleans?osq=Restaurants,70118,0.142018878390636,4.7,7,17467,47.3,1,15639,42.3,0,116,0.3,1,2013,5.4,1,0,0,0,3181,57.4,1,7.9,1,50597,1,1,0
Joel's Lobster Rolls,29.9444442678464,-90.1260415651249,"New Orleans, LA 70118  East Carrollton",-,/biz/joel-s-lobster-rolls-new-orleans?osq=Restaurants,70118,0.116626609969302,4.5,7,17467,47.3,1,15639,42.3,0,116,0.3,1,2013,5.4,1,0,0,0,3181,57.4,1,7.9,1,50597,1,1,0
Saba,29.9216298,-90.1186022,"5757 Magazine St, New Orleans, LA 70115, United States",ChIJF3ekTbulIIYRBAWkkikTnDE,/biz/saba-new-orleans?osq=Restaurants,70115,0.137129841369066,5,20,23892,68.6,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0,0,4988,73.1,1,5.4,1,77961,1,0,0
LUVI Restaurant,29.9163156,-90.1121792,"5236 Tchoupitoulas St, New Orleans, LA 70115, United States",ChIJVVVFAPikIIYR4TwYAKHpofs,/biz/luvi-restaurant-new-orleans?osq=Restaurants,70115,0.051778421561768,3.8,20,23892,68.6,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0,0,4988,73.1,1,5.4,1,77961,1,0,0
Costera,29.9243955,-90.1088308,"4938 Prytania St, New Orleans, LA 70115, United States",ChIJkfGbB8SlIIYRPdf7FmPvNHI,/biz/costera-new-orleans?osq=Restaurants,70115,0.133590193005578,4.2,20,23892,68.6,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0,0,4988,73.1,1,5.4,1,77961,1,0,0
Rosedale,29.9847303,-90.1085843,"801 Rosedale Dr, New Orleans, LA 70124, United States",ChIJH6tA6HmvIIYR-7TjUg545SU,/biz/rosedale-new-orleans-2?osq=Restaurants,70124,0.111611908562984,4.2,4,16821,86.9,1,946,4.9,0,1,0,0,784,4,1,0,0,0,2365,65.8,1,3.1,0,95366,1,1,0
Queen Trini Lisa,29.9714037,-90.1063609,"4200 D'Hemecourt St, New Orleans, LA 70119, United States",ChIJyVnuQCymIIYRM9kIbDf-fIE,/biz/queen-trini-lisa-new-orleans-4?osq=Restaurants,70115,0.129414340810259,3.9,20,23892,68.6,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0,0,4988,73.1,1,5.4,1,77961,1,0,0
Junior's on Harrison,30.0048102,-90.1058565,"789 Harrison Ave, New Orleans, LA 70124, United States",ChIJ9QuzBlCvIIYRQVTQGcmQmw0,/biz/juniors-on-harrison-new-orleans?osq=Restaurants,70124,0.0934673157061943,4.5,4,16821,86.9,1,946,4.9,0,1,0,0,784,4,1,0,0,0,2365,65.8,1,3.1,0,95366,1,1,0
Mopho,29.9832887,-90.1049012,"514 City Park Ave, New Orleans, LA 70119, United States",ChIJe-27WXqvIIYR2LjrLDJK9f8,/biz/mopho-new-orleans?osq=Restaurants,70119,0.139249327962883,4.2,19,16269,43.1,1,18955,50.2,0,1,0,0,340,0.9,0,0,0,0,4276,47.8,1,6.1,1,40769,0,0,0
Nomiya,29.9204574,-90.1032111,"4518 Magazine St, New Orleans, LA 70115, United States",ChIJn870jU6kIIYRDUvgphVkZ5s,/biz/nomiya-new-orleans?osq=Restaurants,70115,0.0042386246612425,4.3,20,23892,68.6,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0,0,4988,73.1,1,5.4,1,77961,1,0,0
Mister Mao,29.9170985,-90.1024788,"4501 Tchoupitoulas St, New Orleans, LA 70115, United States",ChIJw8R9X8-lIIYRnSkqd2W75bU,/biz/mister-mao-new-orleans?osq=Restaurants,70115,0.13258311342991,3.8,20,23892,68.6,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0,0,4988,73.1,1,5.4,1,77961,1,0,0
Mondays Restaurant And Bar,29.9787338,-90.1021884,"4327 Bienville St, New Orleans, LA 70119, United States",ChIJP50Y6HyvIIYRUJPWqfD5zkw,/biz/mondays-restaurant-and-bar-new-orleans?osq=Restaurants,70119,0.145206167521429,4.4,19,16269,43.1,1,18955,50.2,0,1,0,0,340,0.9,0,0,0,0,4276,47.8,1,6.1,1,40769,0,0,0
Trilly Cheesesteaks,29.9674752,-90.1019385,"3735 Ulloa St, New Orleans, LA 70119, United States",ChIJ_2aRCqmvIIYRt9dxf99zxhQ,/biz/trilly-cheesesteaks-new-orleans?osq=Restaurants,70115,0.0042189463692342,4.3,20,23892,68.6,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0,0,4988,73.1,1,5.4,1,77961,1,0,0
Zasu,29.9752825,-90.1002005,"127 N Carrollton Ave, New Orleans, LA 70119, United States",ChIJVVVEYGKvIIYRmbRoIxRmaiA,/biz/zasu-new-orleans?osq=Restaurants,70119,0.127809717308991,4,19,16269,43.1,1,18955,50.2,0,1,0,0,340,0.9,0,0,0,0,4276,47.8,1,6.1,1,40769,0,0,0
Brown Butter Southern Kitchen & Bar,29.9761237,-90.0995795,"231 N Carrollton Ave Suite C, New Orleans, LA 70119, United States",ChIJAz_nRWKvIIYR0vKcRbQnMvk,/biz/brown-butter-southern-kitchen-and-bar-new-orleans?osq=Restaurants,70119,0.135871348779147,4.4,19,16269,43.1,1,18955,50.2,0,1,0,0,340,0.9,0,0,0,0,4276,47.8,1,6.1,1,40769,0,0,0
Shaya,29.9210475,-90.0995441,"4213 Magazine St, New Orleans, LA 70115, United States",ChIJi5-8kE6kIIYRzZQnABsIYSA,/biz/shaya-new-orleans-2?osq=Restaurants,70115,0.152086918228326,4,20,23892,68.6,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0,0,4988,73.1,1,5.4,1,77961,1,0,0
Pomelo NOLA,29.9211388,-90.0984265,"4113 Magazine St, New Orleans, LA 70115, United States",ChIJxRfAaj-lIIYRntxxw45WAzE,/biz/pomelo-nola-new-orleans?osq=Restaurants,70115,0.134042851175337,4.2,20,23892,68.6,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0,0,4988,73.1,1,5.4,1,77961,1,0,0
Vessel NOLA,29.974172,-90.097435,"3835 Iberville St, New Orleans, LA 70119, United States",ChIJs6bP4mGvIIYRsio6Accc4N8,/biz/vessel-nola-new-orleans-2?osq=Restaurants,70119,0.133142203902708,4.4,19,16269,43.1,1,18955,50.2,0,1,0,0,340,0.9,0,0,0,0,4276,47.8,1,6.1,1,40769,0,0,0
Katie’s Restaurant & Bar,29.973103,-90.0959144,"3701 Iberville St, New Orleans, LA 70119, United States",ChIJNXSkY4qlIIYRAU7Df0A64kI,/biz/katies-restaurant-and-bar-new-orleans?osq=Restaurants,70119,0.142774483532449,4.5,19,16269,43.1,1,18955,50.2,0,1,0,0,340,0.9,0,0,0,0,4276,47.8,1,6.1,1,40769,0,0,0
Toups Meatery,29.9807262,-90.0944858,"845 N Carrollton Ave, New Orleans, LA 70119, United States",ChIJSyavR2evIIYR42wG96hROUI,/biz/toups-meatery-new-orleans?osq=Restaurants,70119,0.13768076997725,3.9,19,16269,43.1,1,18955,50.2,0,1,0,0,340,0.9,0,0,0,0,4276,47.8,1,6.1,1,40769,0,0,0
Blue Oak BBQ,29.9805129,-90.0935968,"900 N Carrollton Ave, New Orleans, LA 70119, United States",ChIJI0H_6fOlIIYRFNNZ9uh_0jg,/biz/blue-oak-bbq-new-orleans?osq=Restaurants,70119,0.149634420104459,4.5,19,16269,43.1,1,18955,50.2,0,1,0,0,340,0.9,0,0,0,0,4276,47.8,1,6.1,1,40769,0,0,0
The Delachaise,29.9275388,-90.0926069,"3442 St Charles Ave, New Orleans, LA 70115, United States",ChIJcasRTDWkIIYRADEmOLNcfuA,/biz/the-delachaise-new-orleans?osq=Restaurants,70115,0.046775827044087,4.2,20,23892,68.6,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0,0,4988,73.1,1,5.4,1,77961,1,0,0
Neyow's Creole Cafe,29.9713137,-90.0921536,"3332 Bienville St, New Orleans, LA 70119, United States",ChIJ6yggIfWlIIYRX1eNYK3eZ2w,/biz/neyows-creole-cafe-new-orleans-3?osq=Restaurants,70119,0.121625749761338,3.8,19,16269,43.1,1,18955,50.2,0,1,0,0,340,0.9,0,0,0,0,4276,47.8,1,6.1,1,40769,0,0,0
Piece Of Meat,29.9712143,-90.0913696,"3301 Bienville St, New Orleans, LA 70119, United States",ChIJHwyw8DOlIIYRNraQZn9Jwt8,/biz/piece-of-meat-new-orleans-2?osq=Restaurants,70119,0.0339191277023987,4.6,19,16269,43.1,1,18955,50.2,0,1,0,0,340,0.9,0,0,0,0,4276,47.8,1,6.1,1,40769,0,0,0
Parkway Bakery & Tavern,29.9736833,-90.0902084,"538 Hagan Ave, New Orleans, LA 70119, United States",ChIJMwzPjvWlIIYRGeDgzUA-gCI,/biz/parkway-bakery-and-tavern-new-orleans?osq=Restaurants,70119,0.143352083142054,4.5,19,16269,43.1,1,18955,50.2,0,1,0,0,340,0.9,0,0,0,0,4276,47.8,1,6.1,1,40769,0,0,0
Marjie's Grill,29.963255,-90.0891214,"320 S Broad St, New Orleans, LA 70119, United States",ChIJt-isHPKlIIYR_LTQhA9mJ-o,/biz/marjies-grill-new-orleans?osq=Restaurants,70119,0.126135260334021,4.1,19,16269,43.1,1,18955,50.2,0,1,0,0,340,0.9,0,0,0,0,4276,47.8,1,6.1,1,40769,0,0,0
BOIL Seafood House,29.9229881,-90.0886166,"3340 Magazine St, New Orleans, LA 70115, United States",ChIJm_849jOkIIYRDoz3cFpSH6U,/biz/boil-seafood-house-new-orleans?osq=Restaurants,70115,0.0426540570322267,4.4,20,23892,68.6,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0,0,4988,73.1,1,5.4,1,77961,1,0,0
Fharmacy Nola,29.961597,-90.088282,"2540 Banks St, New Orleans, LA 70119, United States",ChIJDZgFD-6lIIYRDRREZUr6ugE,/biz/fharmacy-nola-new-orleans?osq=Restaurants,70119,0.174279568311715,4.6,19,16269,43.1,1,18955,50.2,0,1,0,0,340,0.9,0,0,0,0,4276,47.8,1,6.1,1,40769,0,0,0
Atchafalaya Restaurant,29.921292,-90.0878104,"901 Louisiana Ave, New Orleans, LA 70115, United States",ChIJC8nSXDGkIIYRErGwcVpRxTU,/biz/atchafalaya-restaurant-new-orleans?osq=Restaurants,70115,0.194389399272769,4.4,20,23892,68.6,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0,0,4988,73.1,1,5.4,1,77961,1,0,0
Heard Dat Kitchen,29.9438909,-90.0862855,"2520 Felicity St, New Orleans, LA 70113, United States",ChIJYc59isSlIIYRN_lgq1DiFsA,/biz/heard-dat-kitchen-new-orleans?osq=Restaurants,70113,0.153022740724669,4.4,9,1711,19.9,0,5860,68.2,1,0,0,0,91,1.1,0,0,0,0,537,41.1,1,11.2,1,25142,0,0,0
The Rum House,29.9241093,-90.086057,"3128 Magazine St, New Orleans, LA 70115, United States",ChIJETttTjKkIIYRfnaTcqDqbnw,/biz/the-rum-house-new-orleans?osq=Restaurants,70115,0.127063800473716,3.8,20,23892,68.6,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0,0,4988,73.1,1,5.4,1,77961,1,0,0
The Vintage,29.924333,-90.086037,"3121 Magazine St, New Orleans, LA 70115, United States",ChIJVVV5UTKkIIYRM59SGJilwMA,/biz/the-vintage-new-orleans-2?osq=Restaurants,70115,0.114067668905174,4.5,20,23892,68.6,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0,0,4988,73.1,1,5.4,1,77961,1,0,0
Lola's,29.9807233,-90.0853493,"3312 Esplanade Ave, New Orleans, LA 70119, United States",ChIJ_SHuPFqvIIYRoKRQh3Gx044,/biz/lolas-new-orleans?osq=Restaurants,70119,0.127941001096777,4.2,19,16269,43.1,1,18955,50.2,0,1,0,0,340,0.9,0,0,0,0,4276,47.8,1,6.1,1,40769,0,0,0
The Chicory House,29.930169,-90.085041,"2725 Prytania St, New Orleans, LA 70130, United States",ChIJjYWwNEGlIIYR2hPAZyddTd8,/biz/the-chicory-house-new-orleans?osq=Restaurants,70130,0.125309468931064,4.9,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,0
Joey K's Restaurant & Bar,29.9250792,-90.084843,"3001 Magazine St, New Orleans, LA 70115, United States",ChIJDY3RiDKkIIYRaGdEre9MSjI,/biz/joey-ks-restaurant-and-bar-new-orleans?osq=Restaurants,70115,0.13094045396325,3.9,20,23892,68.6,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0,0,4988,73.1,1,5.4,1,77961,1,0,0
Anita's Restaurant,29.9588721,-90.0846094,"2122 Tulane Ave, New Orleans, LA 70112, United States",ChIJU4yVb--lIIYRViS3TH6dFSk,/biz/anitas-restaurant-new-orleans?osq=Restaurants,70112,0.073357576563003,4.5,34,1465,41.2,1,1793,50.5,0,0,0,0,140,3.9,1,0,0,0,400,53.1,1,7.5,1,29625,0,1,0
1000 Figs,29.9805314,-90.08435,"3141 Ponce De Leon St STE 1, New Orleans, LA 70119, United States",ChIJPXPLCFqvIIYRlJrKZtqcjNo,/biz/1000-figs-new-orleans?osq=Restaurants,70119,0.0084606891177084,4.3,19,16269,43.1,1,18955,50.2,0,1,0,0,340,0.9,0,0,0,0,4276,47.8,1,6.1,1,40769,0,0,0
Commander's Palace,29.9288071,-90.0842041,"1403 Washington Ave, New Orleans, LA 70130, United States",ChIJW3d2Wc2lIIYRu-qs_NaSOkg,/biz/commanders-palace-new-orleans-2?osq=Restaurants,70130,0.580569196614693,4.3,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,0
Bao Mi,29.9578321,-90.0830109,"2000 Tulane Ave Ste B, New Orleans, LA 70112, United States",ChIJW3riMXGlIIYRUKJJ8UHsa1E,/biz/bao-mi-new-orleans?osq=Restaurants,70112,0.172098251309952,4.2,34,1465,41.2,1,1793,50.5,0,0,0,0,140,3.9,1,0,0,0,400,53.1,1,7.5,1,29625,0,1,0
Coquette,29.9260416,-90.0825785,"2800 Magazine St, New Orleans, LA 70115, United States",ChIJ8dFCFi2kIIYR5cXQfaTpL-g,/biz/coquette-new-orleans?osq=Restaurants,70115,0.187470712472311,4.6,20,23892,68.6,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0,0,4988,73.1,1,5.4,1,77961,1,0,0
Aroma Indian Cuisine,29.9558237,-90.0813517,"401 S Claiborne Ave, New Orleans, LA 70112, United States",ChIJI1GL6q2lIIYR3-ylc5eNzq0,/biz/aroma-indian-cuisine-new-orleans?osq=Restaurants,70112,0.141171228953397,3.8,34,1465,41.2,1,1793,50.5,0,0,0,0,140,3.9,1,0,0,0,400,53.1,1,7.5,1,29625,0,1,0
Gabrielle Restaurant,29.9691458,-90.0800887,"2441 Orleans Ave, New Orleans, LA 70119, United States",ChIJK5KgRfmlIIYRj244Th8zLGk,/biz/gabrielle-restaurant-new-orleans-2?osq=Restaurants,70119,0.0170447652466864,4.5,19,16269,43.1,1,18955,50.2,0,1,0,0,340,0.9,0,0,0,0,4276,47.8,1,6.1,1,40769,0,0,0
Poseidon,29.9342963,-90.0797645,"2100 St Charles Ave, New Orleans, LA 70130, United States",ChIJvxApTtGlIIYRuYoyfnG1bNU,/biz/poseidon-new-orleans-3?osq=Restaurants,70130,0.0704809005831763,4.2,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,0
Jack Rose,29.9351562,-90.0796472,"2031 St Charles Ave FL 1, New Orleans, LA 70130, United States",ChIJq6pONtGlIIYR-koASyCWp3Y,/biz/jack-rose-new-orleans-2?osq=Restaurants,70130,0.182677466255123,2.9,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,0
Bayou Bar,29.9350475,-90.0795223,"2031 St Charles Ave, New Orleans, LA 70130, United States",ChIJQx5CNtGlIIYRZjZrWzoHdT0,/biz/bayou-bar-new-orleans-2?osq=Restaurants,70130,0.146855196361808,4.5,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,0
Molly's Rise and Shine,29.9279293,-90.0789655,"2368 Magazine St, New Orleans, LA 70130, United States",ChIJyScCj5ilIIYRYKKMSAR1owc,/biz/mollys-rise-and-shine-new-orleans?osq=Restaurants,70130,0.148915597290859,4.5,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,0
Willie Mae's Scotch House,29.9691932,-90.0789159,"2401 St Ann St., New Orleans, LA 70119, United States",ChIJwxUzsP6lIIYRDm7g_SLVUO4,/biz/willie-maes-scotch-house-new-orleans?osq=Restaurants,70119,0.333274086326451,4.3,19,16269,43.1,1,18955,50.2,0,1,0,0,340,0.9,0,0,0,0,4276,47.8,1,6.1,1,40769,0,0,0
Dooky Chase's Restaurant,29.9682103,-90.0784912,"2301 Orleans Ave, New Orleans, LA 70119, United States",ChIJ4_yjHvylIIYRVdcf1Ca5_eM,/biz/dooky-chases-restaurant-new-orleans?osq=Restaurants,70119,0.0312345811100465,3.7,19,16269,43.1,1,18955,50.2,0,1,0,0,340,0.9,0,0,0,0,4276,47.8,1,6.1,1,40769,0,0,0
Pho Tau Bay Restaurant,29.9565391,-90.0784505,"1565 Tulane Ave, New Orleans, LA 70112, United States",ChIJa1tOMOymIIYRwK6aZ1GViyI,/biz/pho-tau-bay-restaurant-new-orleans?osq=Restaurants,70112,0.138995324479286,4.9,34,1465,41.2,1,1793,50.5,0,0,0,0,140,3.9,1,0,0,0,400,53.1,1,7.5,1,29625,0,1,0
The Rabbit's Foot,29.9334515,-90.0783954,"2042 Prytania St, New Orleans, LA 70130, United States",ChIJFZw8PKylIIYR9waVbZkcGNA,/biz/the-rabbit-s-foot-new-orleans?osq=Restaurants,70130,0.16128438231273,4.1,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,1
Yawdi Food,29.956527,-90.0783085,"1561 Tulane Ave, New Orleans, LA 70112, United States",ChIJCZUq9GOlIIYR-L19P_wLxu0,/biz/yawdi-food-new-orleans-2?osq=Restaurants,70112,0.094735831233396,3.9,34,1465,41.2,1,1793,50.5,0,0,0,0,140,3.9,1,0,0,0,400,53.1,1,7.5,1,29625,0,1,0
Little Korea BBQ,29.9289293,-90.0776122,"2240 Magazine St #103, New Orleans, LA 70130, United States",ChIJVy4rormlIIYRQBQK-4tdoAA,/biz/little-korea-bbq-new-orleans?osq=Restaurants,70130,0.10267811373456,3.8,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,0
Catty Car Corner,29.9510528,-90.0771844,"1340 Poydras St, New Orleans, LA 70112, United States",ChIJgbCxhOClIIYRjXyHSfzzrKk,/biz/catty-car-corner-new-orleans?osq=Restaurants,70112,0.0477058669734353,4.6,34,1465,41.2,1,1793,50.5,0,0,0,0,140,3.9,1,0,0,0,400,53.1,1,7.5,1,29625,0,1,0
District Donuts Sliders Brew,29.9294801,-90.0771601,"2209 Magazine St, New Orleans, LA 70130, United States",ChIJW0nJ4dSlIIYRHOsoRvpib6w,/biz/district-donuts-sliders-brew-new-orleans?osq=Restaurants,70130,0.12550416564865,4.4,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,0
Rollin Fatties,29.9551684,-90.0767341,"1430 Tulane Ave, New Orleans, LA 70112, United States",ChIJh8son-GlIIYRbW3e5DRjxFQ,/biz/rollin-fatties-new-orleans-2?osq=Restaurants,70112,0.135654257822409,3.9,34,1465,41.2,1,1793,50.5,0,0,0,0,140,3.9,1,0,0,0,400,53.1,1,7.5,1,29625,0,1,1
Thai'd Up,29.9862484,-90.0764834,"1839 Gentilly Blvd, New Orleans, LA 70119, United States",ChIJF4A1VeqvIIYRWwigfUAfpN8,/biz/thaid-up-new-orleans?osq=Restaurants,70119,0.133828695120083,4.5,19,16269,43.1,1,18955,50.2,0,1,0,0,340,0.9,0,0,0,0,4276,47.8,1,6.1,1,40769,0,0,0
Toast,29.9864379,-90.0764189,"1845 Gentilly Blvd, New Orleans, LA 70119, United States",ChIJv8OGZU2vIIYRhVVaLvqQK3w,/biz/toast-new-orleans-2?osq=Restaurants,70115,0.0762855173648647,4.1,20,23892,68.6,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0,0,4988,73.1,1,5.4,1,77961,1,0,0
The Yard,29.9218098,-90.0763238,"405 Third St, New Orleans, LA 70130, United States",ChIJSSIZhimkIIYRRkEKL0aQsPM,/biz/the-yard-new-orleans?osq=Restaurants,70116,0.12061024223533,3.6,45,6099,51,1,5299,44.3,0,6,0.1,0,37,0.3,0,0,0,0,1008,45.9,1,11.4,1,36842,0,1,0
Lula Restaurant Distillery,29.9383372,-90.0757316,"1532 St Charles Ave, New Orleans, LA 70130, United States",ChIJw_H769elIIYR3TLE1Oo1XK0,/biz/lula-restaurant-distillery-new-orleans-2?osq=Restaurants,70130,0.224058430589072,4.2,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,0
District All Day Delicious,29.9483883,-90.0754647,"611 O'Keefe Ave C7, New Orleans, LA 70113, United States",ChIJaQ6NuamlIIYRV0fkd8QhAok,/biz/district-all-day-delicious-new-orleans?osq=Restaurants,70113,0.0565213013538477,4.2,9,1711,19.9,0,5860,68.2,1,0,0,0,91,1.1,0,0,0,0,537,41.1,1,11.2,1,25142,0,0,1
Tava Indian Street Food,29.9483619,-90.0753458,"611 O'Keefe Ave Unit 8, New Orleans, LA 70113, United States",ChIJ3-yLfSqnIIYRWlOEO6sulVc,/biz/tava-indian-street-food-new-orleans?osq=Restaurants,70113,0.148601561069852,4.1,9,1711,19.9,0,5860,68.2,1,0,0,0,91,1.1,0,0,0,0,537,41.1,1,11.2,1,25142,0,0,1
