Restaurant,Latitude,Longitude,Address,PlaceID,URL,ZIP,AverageExposure,Stars,Count,White,ofWhite,WN,Black,ofBlack,BN,AmericanIndaian,ofAI,AIN,Asian,ofAisan,AN,NativeHawiian,ofNativeHawiian,NHN,Edu,ofEDU,HED,Unemployment ,HUne,Wealth,HWe,Attraction,Hotspot
Willa Jean,29.9483183,-90.0750983,"611 O'Keefe Ave, New Orleans, LA 70113, United States",ChIJMfQiid-lIIYRiW0km1nb_Lo,/biz/willa-jean-new-orleans?osq=Restaurants,70113,0.233653472951963,4.3,9,1711,19.9,0,5860,68.2,1,0,0,0,91,1.1,0,0,0,0,537,41.1,1,11.2,1,25142,0,0,1
Maïs Arepas,29.9419017,-90.075052,"1200 Carondelet St, New Orleans, LA 70130, United States",ChIJmw5OfNilIIYRJSRXkuI4NnI,/biz/ma%C3%AFs-arepas-new-orleans?osq=Restaurants,70130,0.153075233519967,4.9,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,0
Willie Mae's At The Market,29.9536102,-90.0750021,"234 Loyola Ave, New Orleans, LA 70112, United States",ChIJDWkzOlWlIIYR4RaXhdjwd-8,/biz/willie-maes-at-the-market-new-orleans-2?osq=Restaurants,70112,0.0811425299481543,4.2,34,1465,41.2,1,1793,50.5,0,0,0,0,140,3.9,1,0,0,0,400,53.1,1,7.5,1,29625,0,1,1
Pythian Market,29.9535982,-90.074919,"234 Loyola Ave, New Orleans, LA 70112, United States",ChIJNR21K-ClIIYRITZDrzaYSSc,/biz/pythian-market-new-orleans?osq=Restaurants,70112,0.136588116704743,4.2,34,1465,41.2,1,1793,50.5,0,0,0,0,140,3.9,1,0,0,0,400,53.1,1,7.5,1,29625,0,1,1
Maypop Restaurant,29.9490234,-90.0748027,"611 O'Keefe Ave, New Orleans, LA 70113, United States",ChIJ21WPj9-lIIYRPdZ4_ZvBftQ,/biz/maypop-restaurant-new-orleans?osq=Restaurants,70113,0.178748746151257,4.2,9,1711,19.9,0,5860,68.2,1,0,0,0,91,1.1,0,0,0,0,537,41.1,1,11.2,1,25142,0,0,1
Nola Caye,29.945067,-90.0744964,"898 Baronne St, New Orleans, LA 70113, United States",ChIJJxk3AHamIIYRnH_K7l9Qvh8,/biz/nola-caye-new-orleans?osq=Restaurants,70113,0.225112587591525,4.6,9,1711,19.9,0,5860,68.2,1,0,0,0,91,1.1,0,0,0,0,537,41.1,1,11.2,1,25142,0,0,1
Monkey Board,29.9533214,-90.0744417,"1111 Gravier St, New Orleans, LA 70112, United States",ChIJq6r6gwqmIIYROaKMCDb7FiE,/biz/monkey-board-new-orleans-2?osq=Restaurants,70112,0.103346453717507,3.9,34,1465,41.2,1,1793,50.5,0,0,0,0,140,3.9,1,0,0,0,400,53.1,1,7.5,1,29625,0,1,1
Turkey and the Wolf,29.9272136,-90.0743656,"739 Jackson Ave, New Orleans, LA 70130, United States",ChIJtcKRBICmIIYR_25UytUP3Do,/biz/turkey-and-the-wolf-new-orleans?osq=Restaurants,70130,0.191147001286119,4.4,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,0
Johnny Sanchez,29.9498663,-90.0740562,"930 Poydras St Suite 101, New Orleans, LA 70112, United States",ChIJYzBrRXWmIIYRVVBUMopFLa8,/biz/johnny-sanchez-new-orleans-7?osq=Restaurants,70112,0.102840465088263,3.7,34,1465,41.2,1,1793,50.5,0,0,0,0,140,3.9,1,0,0,0,400,53.1,1,7.5,1,29625,0,1,1
The Tasting Room,29.9313212,-90.0738651,"1906 Magazine St, New Orleans, LA 70130, United States",ChIJLVTHcX-mIIYR3yL4EXJlkKg,/biz/the-tasting-room-new-orleans-2?osq=Restaurants,70130,0.128906498707005,4.2,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,1
Union Ramen,29.9317757,-90.0738518,"1837 Magazine St Suite B, New Orleans, LA 70130, United States",ChIJ-2tKINWnIIYRfbkNfvTax08,/biz/union-ramen-new-orleans?osq=Restaurants,70130,0.124760536888476,4.7,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,1
Daisy Mae's,29.9500396,-90.073689,"920 Poydras St, New Orleans, LA 70112, United States",ChIJXxJf-vqnIIYROj6kgaQkMec,/biz/daisy-mae-s-new-orleans?osq=Restaurants,70112,0.130607608808522,4.3,34,1465,41.2,1,1793,50.5,0,0,0,0,140,3.9,1,0,0,0,400,53.1,1,7.5,1,29625,0,1,1
Lilly's Cafe,29.9320804,-90.0734571,"1813 Magazine St, New Orleans, LA 70130, United States",ChIJi-pEFX-mIIYRr5984H9FvJQ,/biz/lillys-cafe-new-orleans-6?osq=Restaurants,70130,0.133756872219193,4.3,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,1
Gris-Gris,29.9318106,-90.0734061,"1800 Magazine St, New Orleans, LA 70130, United States",ChIJk6bGlcSnIIYRahN2bQAvLsw,/biz/gris-gris-new-orleans?osq=Restaurants,70130,0.275287158746879,4.3,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,1
Bearcat Cafe,29.9452615,-90.0733542,"845 Carondelet St, New Orleans, LA 70130, United States",ChIJfXqbTQOnIIYR7WZ9E_KbqVU,/biz/bearcat-cafe-new-orleans-3?osq=Restaurants,70115,0.147446481706657,4.3,20,23892,68.6,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0,0,4988,73.1,1,5.4,1,77961,1,0,1
Bearcat CBD,29.9452615,-90.0733542,"845 Carondelet St, New Orleans, LA 70130, United States",ChIJfXqbTQOnIIYR7WZ9E_KbqVU,/biz/bearcat-cbd-new-orleans?osq=Restaurants,70130,0.150716572894757,3.1,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,1
Baronne Bistro,29.9484438,-90.0731985,"616 Baronne St, New Orleans, LA 70113, United States",ChIJ1aXfLs6nIIYR_5L4wY6_X0s,/biz/baronne-bistro-new-orleans-2?osq=Restaurants,70113,0.0922093416359927,4.7,9,1711,19.9,0,5860,68.2,1,0,0,0,91,1.1,0,0,0,0,537,41.1,1,11.2,1,25142,0,0,1
Bisutoro on Magazine,29.9328889,-90.0731537,"1581 Magazine St, New Orleans, LA 70130, United States",ChIJBwxlz9inIIYRyLiNhNg9WR0,/biz/bisutoro-on-magazine-new-orleans?osq=Restaurants,70130,0.0726929310350643,4.6,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,1
Commons Club,29.948945,-90.0731349,"550 Baronne St, New Orleans, LA 70113, United States",ChIJa8O1_4ynIIYRIBpUJ40CmcA,/biz/commons-club-new-orleans?osq=Restaurants,70113,0.0511278361949933,3.9,9,1711,19.9,0,5860,68.2,1,0,0,0,91,1.1,0,0,0,0,537,41.1,1,11.2,1,25142,0,0,1
Bésame,29.9551555,-90.0729871,"110 S Rampart St, New Orleans, LA 70112, United States",ChIJMQ0BOzKnIIYRXwNl9cypUb0,/biz/b%C3%A9same-new-orleans-2?osq=Restaurants,70112,0.261108101004343,4.8,34,1465,41.2,1,1793,50.5,0,0,0,0,140,3.9,1,0,0,0,400,53.1,1,7.5,1,29625,0,1,1
Two Chicks Café - CBD,29.9525674,-90.0729757,"920 Gravier St, New Orleans, LA 70112, United States",ChIJNQcktumnIIYRbs0iK64kfOs,/biz/two-chicks-caf%C3%A9-cbd-new-orleans-2?osq=Restaurants,70112,0.152868882958036,4.1,34,1465,41.2,1,1793,50.5,0,0,0,0,140,3.9,1,0,0,0,400,53.1,1,7.5,1,29625,0,1,1
Two Chicks Cafe,29.9525674,-90.0729757,"920 Gravier St, New Orleans, LA 70112, United States",ChIJNQcktumnIIYRbs0iK64kfOs,/biz/two-chicks-cafe-new-orleans-2?osq=Restaurants,70130,0.223381124454204,3.5,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,1
Elizabeth Street Cafe,29.9339761,-90.0728955,"1507 Magazine St, New Orleans, LA 70130, United States",ChIJi93By8OnIIYR64bx00i_yrk,/biz/elizabeth-street-cafe-new-orleans-2?osq=Restaurants,70130,0.137705900267066,4.3,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,1
Baroness On Baronne,29.9514448,-90.0728069,"339 Baronne St, New Orleans, LA 70112, United States",ChIJVdbm0AqmIIYRASZjjo8UpGM,/biz/baroness-on-baronne-new-orleans-2?osq=Restaurants,70112,0.13439184241146,3.9,34,1465,41.2,1,1793,50.5,0,0,0,0,140,3.9,1,0,0,0,400,53.1,1,7.5,1,29625,0,1,1
Seaworthy,29.9479021,-90.0723003,"630 Carondelet St, New Orleans, LA 70130, United States",ChIJVyAGVXSmIIYRZePB1j0CFRo,/biz/seaworthy-new-orleans?osq=Restaurants,70130,0.133795189410337,4.5,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,1
Bar Marilou,29.9488556,-90.0720235,"544 Carondelet St, New Orleans, LA 70130, United States",ChIJ94OYUNqnIIYR0AdY-ID7phc,/biz/bar-marilou-new-orleans?osq=Restaurants,70130,0.129612447253401,4.1,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,1
Fritai,29.9638081,-90.0719561,"1535 Basin St, New Orleans, LA 70116, United States",ChIJze1Ka-WnIIYRnn1YC_3S68Y,/biz/fritai-new-orleans?osq=Restaurants,70116,0.143178440402281,4.5,45,6099,51,1,5299,44.3,0,6,0.1,0,37,0.3,0,0,0,0,1008,45.9,1,11.4,1,36842,0,1,0
Cleo's,29.9547086,-90.0719378,"940 Canal St, New Orleans, LA 70112, United States",ChIJU3NRWQqmIIYRzPSPmJZsXes,/biz/cleos-new-orleans?osq=Restaurants,70112,0.131015545224319,4.5,34,1465,41.2,1,1793,50.5,0,0,0,0,140,3.9,1,0,0,0,400,53.1,1,7.5,1,29625,0,1,1
Surrey's Café & Juice Bar,29.9358054,-90.071898,"1418 Magazine St, New Orleans, LA 70130, United States",ChIJvf6RBHmmIIYRSY013RiSp3c,/biz/surreys-caf%C3%A9-and-juice-bar-new-orleans-2?osq=Restaurants,70130,0.0567105603843783,4.5,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,0
True Food Kitchen,29.945841,-90.071842,"801 St Charles Ave, New Orleans, LA 70130, United States",ChIJ3cECt_enIIYRrKA1ldCU_hI,/biz/true-food-kitchen-new-orleans-3?osq=Restaurants,70130,0.091071087205835,3.8,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,1
Domenica,29.9538764,-90.0716274,"123 Baronne St, New Orleans, LA 70112, United States",ChIJTz6VoQumIIYRAXvVrezBp-U,/biz/domenica-new-orleans?osq=Restaurants,70112,0.167290753946709,4.1,34,1465,41.2,1,1793,50.5,0,0,0,0,140,3.9,1,0,0,0,400,53.1,1,7.5,1,29625,0,1,1
Le Chat Noir,29.9471313,-90.0716132,"715 St Charles Ave, New Orleans, LA 70130, United States",ChIJazhbRHSmIIYREIS5yw4LV5c,/biz/le-chat-noir-new-orleans-2?osq=Restaurants,70130,0.136758259387639,4.8,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,1
Olive,29.9510587,-90.0715911,"339 Carondelet St, New Orleans, LA 70130, United States",ChIJZwTGJfOnIIYResAo0jGHFpA,/biz/olive-new-orleans?osq=Restaurants,70112,0.154338652828427,4.5,34,1465,41.2,1,1793,50.5,0,0,0,0,140,3.9,1,0,0,0,400,53.1,1,7.5,1,29625,0,1,1
Herbsaint,29.9473185,-90.0714264,"701 St Charles Ave, New Orleans, LA 70130, United States",ChIJi2AxW3SmIIYRmML7jsbqtb8,/biz/herbsaint-new-orleans?osq=Restaurants,70130,0.143829067180577,4.1,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,1
The Little Easy,29.9456573,-90.0713774,"634 Julia St, New Orleans, LA 70130, United States",ChIJVbUT-u6nIIYRnS2chtJ6CPo,/biz/the-little-easy-new-orleans?osq=Restaurants,70130,0.133358509386639,4.5,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,1
Stanley,29.9503038,-90.0713499,"701 Poydras St #365, New Orleans, LA 70139, United States",ChIJAbFB55vaXhQRlfVRijzkXjk,/biz/stanley-new-orleans?osq=Restaurants,70116,0.134182751955112,4.5,45,6099,51,1,5299,44.3,0,6,0.1,0,37,0.3,0,0,0,0,1008,45.9,1,11.4,1,36842,0,1,1
Cajun Mike's Pub & Grub,29.9538618,-90.0712923,"116 Baronne St, New Orleans, LA 70112, United States",ChIJZ5w4oAumIIYRgO0eko9A-Ys,/biz/cajun-mikes-pub-and-grub-new-orleans?osq=Restaurants,70112,0.158703864696318,4.9,34,1465,41.2,1,1793,50.5,0,0,0,0,140,3.9,1,0,0,0,400,53.1,1,7.5,1,29625,0,1,1
The Bower,29.9378966,-90.0712854,"1320 Magazine St, New Orleans, LA 70130, United States",ChIJN6Vv7pOnIIYRifDyYvO6qC4,/biz/the-bower-new-orleans?osq=Restaurants,70130,0.150358852136198,3.9,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,0
Fat Boy Pantry,29.9380803,-90.0712556,"1302 Magazine St, New Orleans, LA 70130, United States",ChIJDRHbwXmmIIYR8g3OaZHhCL8,/biz/fat-boy-pantry-new-orleans?osq=Restaurants,70130,0.133858600260606,4.5,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,0
Birdy's Behind the Bower,29.937844,-90.0712358,"1320 Magazine St, New Orleans, LA 70130, United States",ChIJTbak8qSnIIYR0P7TTlH_0d8,/biz/birdy-s-behind-the-bower-new-orleans?osq=Restaurants,70130,0.137579971038219,3.5,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,0
Blue Giant,29.938161,-90.0712209,"1300 Magazine St, New Orleans, LA 70130, United States",ChIJGYaKZm-nIIYRKsZmo7jc9rE,/biz/blue-giant-new-orleans?osq=Restaurants,70130,0.15893363080602,4,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,0
Hobnobber's Variety Bar & Restaurant,29.953055,-90.0708163,"139 Carondelet St, New Orleans, LA 70130, United States",ChIJYzC5bwumIIYRTpkRjt9LG64,/biz/hobnobbers-variety-bar-and-restaurant-new-orleans?osq=Restaurants,70130,0.169189693261805,4.4,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,1
Palm&Pine,29.9574597,-90.0707713,"308 N Rampart St, New Orleans, LA 70112, United States",ChIJB6_JZ4GnIIYR0c5EbhvvlJE,/biz/palm-and-pine-new-orleans?osq=Restaurants,70112,0.165059133169817,4.5,34,1465,41.2,1,1793,50.5,0,0,0,0,140,3.9,1,0,0,0,400,53.1,1,7.5,1,29625,0,1,1
Gallier Restaurant & Oyster Bar,29.95328,-90.0707682,"129 Carondelet St, New Orleans, LA 70130, United States",ChIJfYOnegumIIYRuWI6YG046PI,/biz/gallier-restaurant-and-oyster-bar-new-orleans?osq=Restaurants,70112,0.323119376146016,4.3,34,1465,41.2,1,1793,50.5,0,0,0,0,140,3.9,1,0,0,0,400,53.1,1,7.5,1,29625,0,1,1
Daisy Dukes Express,29.9532747,-90.0705934,"123 Carondelet St, New Orleans, LA 70130, United States",ChIJaQzacAumIIYRMvCGu_BuBBg,/biz/daisy-dukes-express-new-orleans-4?osq=Restaurants,70130,0.129312194700655,4.3,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,1
Luke,29.9505886,-90.0704239,"333 St Charles Ave, New Orleans, LA 70130, United States",ChIJf-CSq3SmIIYR1QNnxY9r5wo,/biz/luke-new-orleans-3?osq=Restaurants,70130,0.213973137525469,4.2,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,1
Lufu Nola,29.9514043,-90.0703336,"LUFU NOLA, 301 St Charles Ave, New Orleans, LA 70130, United States",ChIJH2vBxgqlIIYRBpg9LXPmgEA,/biz/lufu-nola-new-orleans?osq=Restaurants,70112,0.141832394907031,3.9,34,1465,41.2,1,1793,50.5,0,0,0,0,140,3.9,1,0,0,0,400,53.1,1,7.5,1,29625,0,1,1
French Toast,29.951152,-90.070007,"312 St Charles Ave, New Orleans, LA 70130, United States",ChIJ1VMVN_SnIIYR41ziI7hLs64,/biz/french-toast-new-orleans?osq=Restaurants,70116,0.141859869142757,4.5,45,6099,51,1,5299,44.3,0,6,0.1,0,37,0.3,0,0,0,0,1008,45.9,1,11.4,1,36842,0,1,1
Streetcar Cafe,29.951152,-90.070007,"312 St Charles Ave, New Orleans, LA 70130, United States",ChIJ1VMVN_SnIIYR41ziI7hLs64,/biz/streetcar-cafe-new-orleans-2?osq=Restaurants,70130,0.217676299304488,4.6,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,1
Carmo,29.9456062,-90.0698623,"527 Julia St, New Orleans, LA 70130, United States",ChIJgU4W-XOmIIYRHUi4goKc8X4,/biz/carmo-new-orleans?osq=Restaurants,70130,0.180993891472465,3.8,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,1
Killer Poboys,29.9556652,-90.0698506,"219 Dauphine St, New Orleans, LA 70112, United States",ChIJZ70NCQymIIYRT4pPaqC21ho,/biz/killer-poboys-new-orleans-4?osq=Restaurants,70112,0.134055691436601,3.8,34,1465,41.2,1,1793,50.5,0,0,0,0,140,3.9,1,0,0,0,400,53.1,1,7.5,1,29625,0,1,1
Batch,29.955051,-90.0698098,"800 Iberville St, New Orleans, LA 70112, United States",ChIJ-cuvbwymIIYR-c-NEsnBbSw,/biz/batch-new-orleans?osq=Restaurants,70112,0.0126568945320897,4.3,34,1465,41.2,1,1793,50.5,0,0,0,0,140,3.9,1,0,0,0,400,53.1,1,7.5,1,29625,0,1,1
Deanie's Seafood,29.9553468,-90.0698063,"841 Iberville St, New Orleans, LA 70112, United States",ChIJ28cfCwymIIYRmTnBVitvmZ0,/biz/deanies-seafood-new-orleans-4?osq=Restaurants,70112,0.0084314644120273,4,34,1465,41.2,1,1793,50.5,0,0,0,0,140,3.9,1,0,0,0,400,53.1,1,7.5,1,29625,0,1,1
Sofia,29.945389,-90.0697336,"516 Julia St, New Orleans, LA 70130, United States",ChIJy4oVRA6nIIYRQiSj7HATJlQ,/biz/sofia-new-orleans-5?osq=Restaurants,70130,0.173267449494964,4.5,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,1
Trenasse,29.9504266,-90.0696997,"444 St Charles Ave, New Orleans, LA 70130, United States",ChIJZVNcqXSmIIYRisQ5EIaW_ck,/biz/trenasse-new-orleans?osq=Restaurants,70130,0.172655769958605,4.2,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,1
Red Fish Grill,29.9543621,-90.0696717,"115 Bourbon St, New Orleans, LA 70130, United States",ChIJFbotAG2nIIYR8tbRE9Xeimg,/biz/red-fish-grill-new-orleans?osq=Restaurants,70130,0.162097886544797,4.1,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,1
The Hall On Mag,29.9451792,-90.06961,"801 Magazine St, New Orleans, LA 70130, United States",ChIJJeKPCu2nIIYR2c0Nc_sEQ8s,/biz/the-hall-on-mag-new-orleans-2?osq=Restaurants,70130,0.141631716362965,4.4,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,1
Jewel Of The South,29.9586389375105,-90.0695339601734,"1026 St Louis St  New Orleans, LA 70117  French Quarter",-,/biz/jewel-of-the-south-new-orleans?osq=Restaurants,70117,0.19952698492356,4.4,25,8498,31,0,17755,64.8,1,55,0.2,0,183,0.7,0,6,0,0,1857,38.4,0,13.5,1,29663,0,0,1
Three Legged Dog,29.9575306,-90.0693953,"400 Burgundy St, New Orleans, LA 70112, United States",ChIJFdE-sA6mIIYRUJH10I3tY1c,/biz/three-legged-dog-new-orleans?osq=Restaurants,70112,0.230753710476606,3.8,34,1465,41.2,1,1793,50.5,0,0,0,0,140,3.9,1,0,0,0,400,53.1,1,7.5,1,29625,0,1,1
Sidecar Nola Patio & Oyster Bar,29.9406129,-90.0693037,"1114 Constance St, New Orleans, LA 70130, United States",ChIJrQ0Sc1CnIIYRyHVp7guQMuQ,/biz/sidecar-nola-patio-and-oyster-bar-new-orleans?osq=Restaurants,70130,0.130838470471376,4.3,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,0
Espíritu Mezcaleria,29.9472001,-90.0691998,"520 Capdeville St, New Orleans, LA 70130, United States",ChIJ59y0jSKnIIYR_cxl4bXyqjA,/biz/esp%C3%ADritu-mezcaleria-new-orleans?osq=Restaurants,70130,0.0084347152153093,4.5,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,1
La Vie En Rose Cafe,29.9355909,-90.0691731,"1420 Annunciation St #2117, New Orleans, LA 70130, United States",ChIJ0dTWOmWlIIYR2ujJ2qcfwDQ,/biz/la-vie-en-rose-cafe-new-orleans?osq=Restaurants,70113,0.0449014462671587,5,9,1711,19.9,0,5860,68.2,1,0,0,0,91,1.1,0,0,0,0,537,41.1,1,11.2,1,25142,0,0,0
Bourbon House,29.9546025,-90.0691462,"144 Bourbon St, New Orleans, LA 70130, United States",ChIJs_quaAymIIYRUwRs2-LHWqA,/biz/bourbon-house-new-orleans?osq=Restaurants,70130,0.0169718779325703,3.6,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,1
Pêche,29.9452095,-90.0691411,"800 Magazine St, New Orleans, LA 70130, United States",ChIJv2VvX3GmIIYRlCIIn4WtIYY,/biz/p%C3%AAche-new-orleans?osq=Restaurants,70130,0.192430932905418,4.3,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,1
Olde Nola Cookery,29.954908,-90.069122,"205 Bourbon St, New Orleans, LA 70130, United States",ChIJ10PoawymIIYRw-RNuB0OBRc,/biz/olde-nola-cookery-new-orleans?osq=Restaurants,70130,0.163535914469851,3.8,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,1
Felix's Restaurant & Oyster Bar,29.9545806,-90.0688602,"739 Iberville St, New Orleans, LA 70130, United States",ChIJs2yfQgymIIYRT9HptHX817A,/biz/felixs-restaurant-and-oyster-bar-new-orleans?osq=Restaurants,70124,0.185220482407394,4.2,4,16821,86.9,1,946,4.9,0,1,0,0,784,4,1,0,0,0,2365,65.8,1,3.1,0,95366,1,1,1
Acme Oyster House,29.9544184,-90.0688424,"724 Iberville St, New Orleans, LA 70130, United States",ChIJ01VeXQymIIYRI6lnasCzx3M,/biz/acme-oyster-house-new-orleans?osq=Restaurants,70130,0.248062540749326,4.1,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,1
GW Fins,29.9555463,-90.0688386,"808 Bienville St, New Orleans, LA 70112, United States",ChIJ8W3hFQymIIYRQObKMMNMyRo,/biz/gw-fins-new-orleans-2?osq=Restaurants,70112,0.217562638342988,4.2,34,1465,41.2,1,1793,50.5,0,0,0,0,140,3.9,1,0,0,0,400,53.1,1,7.5,1,29625,0,1,1
Majoria's Commerce Restaurant,29.9508855,-90.0687883,"300 Camp St, New Orleans, LA 70130, United States",ChIJYYzVNHOmIIYRDYxaHY6rJSw,/biz/majorias-commerce-restaurant-new-orleans?osq=Restaurants,70130,0.158245437179632,4.5,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,1
Dickie Brennan's Steakhouse,29.9542059,-90.0687279,"716 Iberville St, New Orleans, LA 70130, United States",ChIJFYDeXQymIIYRh1Cion6Ta9I,/biz/dickie-brennans-steakhouse-new-orleans?osq=Restaurants,70130,0.0646027754033283,4.2,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,1
Bakery Bar,29.9389294,-90.0687196,"1179 Annunciation St, New Orleans, LA 70130, United States",ChIJzayfc3qmIIYRrN972H1ryRM,/biz/bakery-bar-new-orleans?osq=Restaurants,70130,0.0743954798528377,4.5,107,8970,63.7,1,4226,30,0,33,0.2,0,195,1.4,0,0,0,0,2547,66.4,1,4.1,1,65132,1,1,0
